service;origin;destiny;color_id;stopsI;stopsR;scheduleI;scheduleR
22s;La Araucana;;0;35402---35507---35510---35511---35512---35513---35508---34978---34979---34980---34981---34982---34983---34984---34985---34986---34959---34987---34988---34989---34990---34944---34991---34992---34993---34994---34995---35078---35079---35081---35172---35173---33682---33683---33684---33685---33686---33687---33688---34586---34587---34588---34589---34590---34591---34592---34593---34594---34595---34596---34597---34598---34599---34600---34601---34602---34603---34626---34627---34628---34629---34630---35548---35547---35546---35553;35553---35568---35318---35319---35320---35321---35062---35063---35064---35065---35066---35067---35068---35069---35070---35071---35072---35073---35074---35075---35076---35077---34801---35575---35576---35577---35578---34932---34933---34934---34935---34936---34937---34938---34939---34912---34940---34941---34942---34943---34945---34946---34947---34948---34949---34950---34951---34952---34953---34954---34955---34956---34957---34958---35399---35387---35400---35401---35402;-;-
22x;Galvarino ;Hospital Regional;0;35616---35617---35618---35619---35620---35621---35622---35623---35624---35625---35626---35627---35628---35629---34989---34990---34944---34991---34992---34993---34994---34995---35078---35079---35081---35172---35173---33682---33683---33684---33685---33686---33687---33688---34586---34587;34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---35082---35080---35125---35409---35411---35412---35413---35414---35415---35416---34943---35417---35418---35419---35420---35421---35422---35423---35424---35425---35426---35427---35428---35429---35430---35410;-;-
23a;Terminal Collao;;0;35648---35483---35484---35639---35640---35047---35051---35646---35647---35638---35649---35641---35650---35508---34978---34979---34980---34981---34982---34983---34984---34985---34986---34959---34987---34988---35419---35420---35421---35422---35423---35149---35150---35151---35619---35620---35621---35622---35623---35624---35678---35158---35159---35160---35161---35162---35163---35164---35681---35688---35691---35692---35693---35694---35695---35696---35697---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---35689---35190---34410---35192---35103;35103---35075---35076---35077---34801---35575---35576---35577---35578---34932---34933---34934---34935---34936---34937---34938---35831---35832---35833---35834---35835---35836---35837---35838---35839---35840---35137---35138---35139---35140---35141---35142---35143---35144---35424---35425---35426---35427---35428---35429---35152---35153---35625---35626---35627---35628---35629---34946---34947---34948---34949---34950---34977---34978---35768---35387---35638---35648---35483---35484---35639---35640---35047---35862---35051---35646---35647---35649;-;-
23l;Michaihue;;0;35714---35059---35060---35061---35321---35062---35063---35064---35065---35066---35067---35068---35069---35070---35071---35072---35073---35074---35075---35076---35077---34801---35575---35576---35577---35578---34932---34933---34934---34935---34936---34937---34938---34939---34912---34940---34941---34942---34943---34945---34946---34947---34948---34949---34950---34951---34952---34953---34954---34955---34956---34957---35753---35754---35768---35387---35638;35649---35810---35512---35650---35811---35812---34979---34980---34981---34982---34983---34984---34985---34986---34959---34987---34988---34989---34990---34944---34992---34993---34994---34995---34996---34997---34463---34464---34465---34466---34467---34468---34469---34470---34471---34472---34473---34474---34475---34476---34596---34597---34598---34599---34600---34601---34602---34603---34626---34627---34628---34629---34630---34605---34631---34632---35830;-;-
23n;Terminal Collao;;0;35649---35641---35650---35477---35478---35479---35480---35481---35482---35483---35484---35485---35486---35487---35488---35489---35490---35491---35492---35275---34989---34990---34944---34991---34992---34993---34994---34995---34996---34997---34463---34464---34465---34466---34467---34468---34469---34470---34471---34472---34473---34474---34475---34476---34410---35192---35103;35103---35075---35076---35077---34801---35575---35576---35577---35578---34932---34933---34934---34935---34936---34937---34938---34939---34912---34940---34941---34942---34943---34945---35044---35045---35587---35043---35047---35048---35049---35050---35051---35052---35053---35054---35055---35056---35057---35768---35638;-;-
23p;Valle Nonguén;;0;35649---35810---35512---35650---35811---35812---34979---34980---34981---34982---34983---34984---34985---34986---34959---34987---34988---34989---34990---34944---34992---34993---34994---34995---34996---34997---34463---34464---34465---34466---34467---34468---34469---34470---34471---34472---34473---34474---34475---34476---34596---34597---34598---34599---34600---34601---34602---34603---34626---34627---34628---34629---34630---34605---34631---34632---35830;35714---35059---35060---35061---35321---35062---35063---35064---35065---35066---35067---35068---35069---35070---35071---35072---35073---35074---35075---35076---35077---34801---35575---35576---35577---35578---34932---34933---34934---34935---34936---34937---34938---34939---34912---34940---34941---34942---34943---34945---34946---34947---34948---34949---34950---34951---34952---34953---34954---34955---34956---34957---35753---35754---35768---35387---35638;-;-
23q;Michaihue;;0;35103---35075---35076---35077---34801---35575---35576---35577---35578---34932---34933---34934---34935---34936---34937---34938---35831---35832---35833---35834---35835---35836---35837---35838---35839---35840---35137---35138---35139---35140---35141---35142---35143---35144---35424---35425---35426---35427---35428---35429---35152---35153---35625---35626---35627---35628---35629---34946---34947---34948---34949---34950---34977---34978---35768---35387---35638---35648---35483---35484---35639---35640---35047---35862---35051---35646---35647---35649;35648---35483---35484---35639---35640---35047---35051---35646---35647---35638---35649---35641---35650---35508---34978---34979---34980---34981---34982---34983---34984---34985---34986---34959---34987---34988---35419---35420---35421---35422---35423---35149---35150---35151---35619---35620---35621---35622---35623---35624---35678---35158---35159---35160---35161---35162---35163---35164---35681---35688---35691---35692---35693---35694---35695---35696---35697---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---35689---35190---34410---35192---35103;-;-
23t;San Pedro De La Costa;;0;35103---35075---35076---35077---34801---35575---35576---35577---35578---34932---34933---34934---34935---34936---34937---34938---34939---34912---34940---34941---34942---34943---34945---35044---35045---35587---35043---35047---35048---35049---35050---35051---35052---35053---35054---35055---35056---35057---35768---35638;35649---35641---35650---35477---35478---35479---35480---35481---35482---35483---35484---35485---35486---35487---35488---35489---35490---35491---35492---35275---34989---34990---34944---34991---34992---34993---34994---34995---34996---34997---34463---34464---34465---34466---34467---34468---34469---34470---34471---34472---34473---34474---34475---34476---34410---35192---35103;-;-
24f;Los Fresnos;;0;35616---35617---35618---35619---35620---35621---35622---35623---35624---35625---35626---35627---35628---35629---34989---44629---44630---44631---44632---44633---44634---44635---44636---44637---44638---44639---44640---44641---35958---35959---35960---34996---34997---34463---34464---34465---34466---34467---34468---34469---34470---34471---34472---34473---34474---34475---34476---34596---34597---34598---34599---34600---34601---39103---39104---39105---39106---39107---39108---39109---39113---39110---39111;39113---39114---39115---39116---39117---39118---39119---39120---39104---39121---34602---35072---35073---35074---35075---35076---35077---34801---35108---37545---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---35082---35080---35125---35409---35411---35412---35413---44716---44717---44718---44719---44720---44721---44722---44723---44724---44725---44726---44727---35418---35419---35420---35421---35422---35423---35424---35425---35426---35427---35428---35429---35430---35410;-;-
24m;Candelaria;;0;39113---39114---39115---39116---39117---39118---39119---39120---39104---39121---34602---35072---35073---35074---35075---35076---35077---34801---35108---37545---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---35082---35080---35125---35409---35411---35412---35413---44716---44717---44718---44719---44720---44721---44722---44723---44724---44725---44726---44727---35418---35419---35420---35421---35422---35423---35424---35425---35426---35427---35428---35429---35430---35410;35616---35617---35618---35619---35620---35621---35622---35623---35624---35625---35626---35627---35628---35629---34989---44629---44630---44631---44632---44633---44634---44635---44636---44637---44638---44639---44640---44641---35958---35959---35960---34996---34997---34463---34464---34465---34466---34467---34468---34469---34470---34471---34472---34473---34474---34475---34476---34596---34597---34598---34599---34600---34601---39103---39104---39105---39106---39107---39108---39109---39113---39110---39111;-;-
