id;id_station_measure
4405505-Lte;Claro;73-74
4405505-Lte;WOM;73-74
4405760-Lte;Claro;106-107
4405760-Lte;WOM;106-107
4406274-Lte;WOM;61-62
4438785-Lte;Claro;66-67
4438785-Lte;WOM;66-67
4442112-Lte;Claro;99-100
4442112-Lte;WOM;99-100
4442113-Lte;WOM;99-100
44483-Gsm;Entel;98-99
4466432-Lte;WOM;74-75
4466433-Lte;WOM;64-65
4466434-Lte;WOM;74-75
4468225-Lte;WOM;74-75
44942-Gsm;Entel;89-90
4502784-Lte;WOM;35-36
4503553-Lte;WOM;40-41
4503554-Lte;WOM;40-41
4503563-Lte;WOM;40-41
4504065-Lte;WOM;101-102
450817-Gsm;Claro;85-86
4508672-Lte;Claro;69-70
4508672-Lte;WOM;69-70
4508674-Lte;Claro;69-70
4508674-Lte;WOM;69-70
452609-Gsm;Claro;83-84
45382-Gsm;Entel;101-102
4673282-Lte;Claro;64-65
4673282-Lte;WOM;64-65
4682241-Lte;WOM;37-38
4723200-Lte;Claro;65-66
476687-Lte;Claro;126-127
477196-Gsm;Claro;131-132
477708-Gsm;Claro;135-136
477710-Gsm;Claro;135-136
4779531-Lte;WOM;70-71
478209-Lte;Claro;83-84
4856322-Lte;WOM;81-82
49924-Lte;Claro;35-36
50181-Gsm;Movistar;53-54
50685-Gsm;Movistar;107-108
51013-Gsm;Entel;64-65
5273600-Lte;WOM;61-62
5273602-Lte;WOM;61-62
53143-Gsm;Entel;83-84
53181-Gsm;Entel;99-100
531969-Lte;Claro;61-62
5342721-Lte;WOM;38-39
53489-Gsm;Claro;50-51
53489-Gsm;Movistar;50-51
53490-Gsm;Claro;50-51
53490-Gsm;Movistar;50-51
54292-Gsm;Entel;100-101
54436-Gsm;Movistar;2-3
54682-Gsm;Entel;81-82
55099-Gsm;Movistar;58-59
55115-Gsm;Movistar;61-62
55116-Gsm;Movistar;61-62
55147-Gsm;Movistar;58-59
55151-Gsm;Movistar;100-101
55189-Gsm;Movistar;103-104
55219-Gsm;Movistar;65-66
55322-Gsm;Movistar;101-102
55478-Gsm;Claro;73-74
55478-Gsm;Movistar;73-74
56172-Gsm;Entel;83-84
56538-Gsm;Claro;84-85
56538-Gsm;Movistar;84-85
57251-Gsm;Entel;35-36
57252-Gsm;Claro;36-37
574210-Lte;Claro;69-70
574211-Lte;Claro;69-70
5821442-Lte;Claro;66-67
5821442-Lte;WOM;66-67
58431-Gsm;Movistar;9-10
58481-Gsm;Movistar;35-36
58481-Gsm;WOM;35-36
58483-Gsm;Movistar;92-93
5905921-Lte;WOM;100-101
5905922-Lte;WOM;100-101
59403-Gsm;Entel;64-65
59906-Lte;Claro;16-17
60274-Gsm;WOM;10-11
620-Gsm;Entel;17-18
6269443-Lte;Entel;24-25
6277122-Lte;WOM;36-37
6305292-Lte;Claro;64-65
6305292-Lte;WOM;65-66
6497281-Lte;Claro;105-106
6497281-Lte;WOM;105-106
659040-Wcdma;Movistar;11-12
659047-Wcdma;Movistar;11-12
659064-Wcdma;Movistar;13-14
660018-Wcdma;Movistar;35-36
660019-Wcdma;Movistar;36-37
660020-Wcdma;Movistar;36-37
6627841-Lte;Claro;109-110
6627841-Lte;WOM;109-110
6630401-Lte;WOM;110-111
667996-Wcdma;Movistar;35-36
668012-Wcdma;Movistar;36-37
668967-Wcdma;Movistar;35-36
669773-Wcdma;Movistar;37-38
669774-Wcdma;Movistar;38-39
669849-Wcdma;Movistar;37-38
669878-Wcdma;Movistar;35-36
669987-Wcdma;Movistar;36-37
670781-Wcdma;Movistar;35-36
67108864-Wcdma;Movistar;61-62
672466-Wcdma;Movistar;35-36
672761-Wcdma;Movistar;36-37
672918-Wcdma;Movistar;37-38
673628-Wcdma;Movistar;35-36
673982-Wcdma;Movistar;37-38
67887-Wcdma;WOM;18-19
67895-Wcdma;Claro;17-18
67895-Wcdma;WOM;17-18
67895296-Wcdma;Movistar;35-36
67899-Wcdma;Claro;18-19
67914-Wcdma;Claro;20-21
67914-Wcdma;WOM;20-21
686261-Wcdma;Movistar;36-37
687908-Wcdma;Movistar;35-36
688420-Wcdma;Movistar;35-36
688691-Wcdma;Movistar;36-37
6891-Gsm;Entel;74-75
6893-Gsm;Entel;74-75
69889-Gsm;Claro;34-35
703692-Wcdma;Movistar;36-37
703693-Gsm;Movistar;36-37
703693-Wcdma;Movistar;36-37
70647586-Wcdma;Movistar;5-6
706825-Gsm;Movistar;92-93
706831-Gsm;Movistar;94-95
706835-Gsm;Movistar;94-95
706836-Wcdma;Movistar;95-96
706843-Gsm;Movistar;93-94
706846-Wcdma;Movistar;94-95
706847-Gsm;Movistar;93-94
706849-Gsm;Movistar;95-96
706851-Gsm;Movistar;95-96
706851-Wcdma;Movistar;95-96
707704-Gsm;Movistar;91-92
707704-Wcdma;Movistar;91-92
707735-Wcdma;Movistar;13-14
712837-Wcdma;Movistar;17-18
715736-Gsm;Movistar;35-36
715740-Gsm;Movistar;35-36
715740-Wcdma;Movistar;35-36
715743-Gsm;Movistar;35-36
715743-Wcdma;Movistar;35-36
715744-Gsm;Movistar;35-36
715745-Gsm;Movistar;36-37
715752-Gsm;Movistar;37-38
715753-Gsm;Movistar;38-39
715909-Wcdma;Movistar;11-12
73517-Wcdma;Claro;117-118
77057-Lte;Claro;100-101
77063-Lte;Claro;100-101
77570-Lte;Claro;38-39
77575-Lte;Claro;38-39
77833-Lte;Claro;99-100
78088-Lte;Claro;38-39
78857-Lte;Claro;38-39
7949832-Lte;Entel;60-61
79873-Lte;Claro;101-102
79879-Lte;Claro;101-102
80129-Lte;Claro;37-38
80130-Gsm;Claro;37-38
80135-Lte;Claro;37-38
80136-Lte;Claro;37-38
80386-Lte;Claro;100-101
80392-Lte;Claro;100-101
80393-Lte;Claro;100-101
80900-Gsm;Claro;39-40
80900-Lte;Claro;40-41
81133346-Wcdma;Movistar;13-14
8196097-Lte;Entel;64-65
8196100-Lte;Entel;64-65
82945-Lte;Claro;99-100
82951-Lte;Claro;99-100
82952-Lte;Claro;99-100
84227-Lte;Claro;99-100
84231-Lte;Claro;99-100
84233-Lte;Claro;100-101
8457-Gsm;Movistar;35-36
8478-Gsm;Movistar;104-105
8513-Gsm;Movistar;82-83
8516-Gsm;Movistar;67-68
8604-Gsm;Movistar;64-65
8628-Gsm;Movistar;77-78
86583066-Wcdma;Entel;26-27
86583076-Wcdma;Entel;25-26
86617957-Wcdma;Entel;24-25
86617959-Wcdma;Entel;22-23
86617960-Wcdma;Entel;24-25
86617961-Wcdma;Entel;23-24
86645047-Wcdma;Entel;83-84
86653112-Wcdma;Entel;85-86
86653142-Wcdma;Entel;85-86
86675742-Wcdma;Entel;119-120
86675782-Wcdma;Entel;119-120
86675842-Wcdma;Entel;120-121
86675882-Wcdma;Entel;120-121
86676012-Wcdma;Entel;121-122
86676022-Wcdma;Entel;120-121
86676052-Wcdma;Entel;121-122
86676142-Wcdma;Entel;122-123
86676182-Wcdma;Entel;122-123
86676442-Wcdma;Entel;123-124
86676482-Wcdma;Entel;123-124
86692183-Wcdma;Entel;30-31
86704348-Wcdma;Entel;13-14
86704748-Gsm;Entel;17-18
86704938-Wcdma;Entel;14-15
86704978-Gsm;Entel;15-16
86705491-Wcdma;Entel;35-36
86705494-Wcdma;Entel;35-36
86705503-Wcdma;Entel;36-37
86707848-Wcdma;Entel;6-7
86710319-Wcdma;Entel;36-37
86710322-Wcdma;Entel;36-37
86714458-Wcdma;Entel;8-9
86714738-Wcdma;Entel;32-33
86714768-Wcdma;Entel;31-32
86718758-Wcdma;Entel;91-92
86718778-Wcdma;Entel;91-92
86718788-Wcdma;Entel;91-92
86718868-Wcdma;Entel;97-98
86725500-Wcdma;Entel;36-37
86730319-Wcdma;Entel;36-37
86730709-Wcdma;Entel;37-38
86730712-Wcdma;Entel;37-38
86730713-Wcdma;Entel;37-38
86738945-Wcdma;Entel;37-38
86740295-Wcdma;Entel;37-38
86740296-Wcdma;Entel;38-39
86742248-Wcdma;Entel;124-125
86742288-Wcdma;Entel;124-125
86742558-Wcdma;Entel;125-126
86742748-Wcdma;Entel;127-128
86742788-Wcdma;Entel;127-128
86742878-Wcdma;Entel;128-129
86743318-Wcdma;Entel;130-131
86758619-Wcdma;Entel;92-93
86761379-Wcdma;Entel;35-36
86761490-Wcdma;Entel;35-36
86767658-Wcdma;Entel;95-96
86770125-Wcdma;Entel;82-83
86770130-Wcdma;Entel;82-83
86771755-Wcdma;Entel;1-2
86771756-Wcdma;Entel;1-2
86771760-Wcdma;Entel;83-84
86772805-Wcdma;Entel;83-84
86772808-Wcdma;Entel;83-84
86779745-Wcdma;Entel;81-82
86779748-Wcdma;Entel;81-82
86781181-Wcdma;Entel;81-82
86784104-Gsm;Movistar;81-82
86784104-Wcdma;Entel;81-82
86784114-Wcdma;Entel;79-80
86790125-Wcdma;Entel;82-83
86791759-Wcdma;Entel;3-4
86791760-Wcdma;Entel;84-85
86796824-Wcdma;Entel;109-110
86796894-Wcdma;Entel;109-110
86796914-Wcdma;Entel;109-110
86805613-Wcdma;Entel;3-4
86812287-Wcdma;Entel;83-84
86812288-Wcdma;Entel;83-84
86812290-Wcdma;Entel;83-84
86812607-Wcdma;Entel;84-85
86812610-Wcdma;Entel;84-85
8681732-Lte;Entel;105-106
86818276-Wcdma;Entel;79-80
86818337-Wcdma;Entel;84-85
86821787-Wcdma;Entel;83-84
86821788-Wcdma;Entel;83-84
86821790-Wcdma;Entel;83-84
86822807-Wcdma;Entel;83-84
86822808-Wcdma;Entel;83-84
86822810-Wcdma;Entel;83-84
86835433-Wcdma;Entel;40-41
86836059-Wcdma;Entel;38-39
86838381-Wcdma;Entel;99-100
86838620-Wcdma;Entel;47-48
86838630-Wcdma;Entel;48-49
86838811-Wcdma;Entel;99-100
86838812-Wcdma;Entel;100-101
86838814-Wcdma;Entel;99-100
86840792-Wcdma;Entel;101-102
86841035-Wcdma;Entel;100-101
86845029-Wcdma;Entel;38-39
86846389-Wcdma;Entel;103-104
86846568-Wcdma;Entel;38-39
86850753-Wcdma;Entel;106-107
86855434-Wcdma;Entel;39-40
86855436-Wcdma;Entel;40-41
86856332-Wcdma;Entel;99-100
86856333-Wcdma;Entel;99-100
86856336-Wcdma;Entel;99-100
86858321-Wcdma;Entel;38-39
86858322-Wcdma;Entel;38-39
86859333-Wcdma;Entel;100-101
86861312-Wcdma;Entel;103-104
86862490-Wcdma;Entel;109-110
86862660-Wcdma;Entel;110-111
86862690-Wcdma;Entel;109-110
86862730-Wcdma;Entel;111-112
86862750-Wcdma;Entel;110-111
86862790-Wcdma;Entel;110-111
86862800-Wcdma;Entel;111-112
86862830-Wcdma;Entel;111-112
86862850-Wcdma;Entel;111-112
86862860-Wcdma;Entel;111-112
86862890-Wcdma;Entel;111-112
86862960-Wcdma;Entel;111-112
86862980-Wcdma;Entel;112-113
86862990-Wcdma;Entel;113-114
86863080-Wcdma;Entel;113-114
86863100-Wcdma;Entel;113-114
86863160-Wcdma;Entel;114-115
86863180-Wcdma;Entel;113-114
86863190-Wcdma;Entel;113-114
86863260-Wcdma;Entel;113-114
86863473-Wcdma;Entel;99-100
86863476-Wcdma;Entel;99-100
86863560-Wcdma;Entel;114-115
86863660-Wcdma;Entel;114-115
86863690-Wcdma;Entel;114-115
86864830-Wcdma;Entel;114-115
86874150-Wcdma;Entel;128-129
86874160-Wcdma;Entel;128-129
86874190-Wcdma;Entel;128-129
86874660-Wcdma;Entel;132-133
86874730-Wcdma;Entel;132-133
86874750-Wcdma;Entel;133-134
86874790-Wcdma;Entel;133-134
86875180-Wcdma;Entel;133-134
86875190-Wcdma;Entel;134-135
86875220-Wcdma;Entel;135-136
86875250-Wcdma;Entel;135-136
86875290-Wcdma;Entel;135-136
86875662-Wcdma;Entel;39-40
86878367-Wcdma;Entel;100-101
86887228-Wcdma;Entel;99-100
86887229-Wcdma;Entel;99-100
86887238-Wcdma;Entel;99-100
86887239-Wcdma;Entel;99-100
86887353-Wcdma;Entel;100-101
86888313-Wcdma;Entel;38-39
86888316-Wcdma;Entel;38-39
86888381-Wcdma;Entel;99-100
86888382-Wcdma;Entel;99-100
86888384-Wcdma;Entel;99-100
86888385-Wcdma;Entel;99-100
86889493-Wcdma;Entel;100-101
86889494-Wcdma;Entel;100-101
86889496-Wcdma;Entel;100-101
86889581-Wcdma;Entel;40-41
86889584-Wcdma;Entel;40-41
86889643-Wcdma;Entel;47-48
86889644-Wcdma;Entel;45-46
86892626-Wcdma;Entel;100-101
86896628-Wcdma;Entel;100-101
86901046-Wcdma;Entel;18-19
86901076-Wcdma;Entel;18-19
86901746-Wcdma;Entel;19-20
86923488-Wcdma;Entel;50-51
86923491-Wcdma;Entel;50-51
86929448-Gsm;Entel;17-18
86929986-Wcdma;Entel;117-118
86930086-Wcdma;Entel;116-117
86930096-Wcdma;Entel;117-118
86930286-Wcdma;Entel;117-118
86930296-Wcdma;Entel;117-118
86930326-Wcdma;Entel;117-118
86930356-Wcdma;Entel;117-118
86966428-Wcdma;Entel;64-65
86966464-Wcdma;Entel;103-104
86966529-Wcdma;Entel;61-62
86966530-Wcdma;Entel;61-62
86969282-Wcdma;Entel;63-64
86969512-Wcdma;Entel;107-108
86969582-Wcdma;Entel;62-63
86969592-Wcdma;Entel;61-62
86969603-Wcdma;Entel;69-70
86969604-Wcdma;Entel;70-71
86969606-Wcdma;Entel;69-70
86969607-Wcdma;Entel;70-71
86969622-Wcdma;Entel;61-62
86970113-Wcdma;Entel;64-65
86970116-Wcdma;Entel;64-65
86970377-Wcdma;Entel;67-68
86970443-Wcdma;Entel;70-71
86970446-Wcdma;Entel;70-71
86970604-Wcdma;Entel;59-60
86970863-Wcdma;Entel;103-104
86970865-Wcdma;Entel;103-104
86970868-Wcdma;Entel;103-104
86971424-Wcdma;Entel;64-65
86971426-Wcdma;Entel;63-64
86971427-Wcdma;Entel;64-65
86971435-Wcdma;Entel;67-68
86972823-Wcdma;Entel;60-61
86972826-Wcdma;Entel;60-61
86973014-Wcdma;Entel;105-106
86973076-Wcdma;Entel;73-74
86974315-Wcdma;Entel;103-104
86974316-Wcdma;Entel;59-60
86975404-Wcdma;Entel;60-61
86975448-Wcdma;Entel;106-107
86975479-Wcdma;Entel;61-62
86975480-Wcdma;Entel;61-62
86975664-Wcdma;Entel;65-66
86975683-Wcdma;Entel;73-74
86977054-Wcdma;Entel;69-70
86977058-Wcdma;Entel;69-70
86977471-Wcdma;Entel;103-104
86984983-Wcdma;Entel;73-74
86984984-Wcdma;Entel;63-64
86984986-Wcdma;Entel;73-74
86986333-Wcdma;Entel;61-62
86986334-Wcdma;Entel;61-62
86986336-Wcdma;Entel;61-62
86986337-Wcdma;Entel;61-62
86986463-Wcdma;Entel;103-104
86986466-Wcdma;Entel;103-104
86989464-Wcdma;Entel;71-72
86990106-Wcdma;Entel;103-104
86990374-Wcdma;Entel;67-68
86990377-Wcdma;Entel;67-68
86990446-Wcdma;Entel;70-71
86990548-Wcdma;Entel;60-61
86990603-Wcdma;Entel;58-59
86990606-Wcdma;Entel;58-59
86990865-Wcdma;Entel;103-104
86991033-Wcdma;Entel;61-62
86991035-Wcdma;Entel;106-107
86991405-Wcdma;Entel;74-75
86991407-Wcdma;Entel;74-75
86991408-Wcdma;Entel;74-75
86991425-Wcdma;Entel;63-64
86992135-Wcdma;Entel;66-67
86992136-Wcdma;Entel;65-66
86992138-Wcdma;Entel;66-67
86993015-Wcdma;Entel;104-105
86993173-Wcdma;Entel;64-65
86993175-Wcdma;Entel;64-65
86993176-Wcdma;Entel;65-66
86993178-Wcdma;Entel;64-65
86994317-Wcdma;Entel;59-60
86995407-Wcdma;Entel;60-61
87002329-Wcdma;Entel;68-69
87002330-Wcdma;Entel;68-69
87002340-Wcdma;Entel;68-69
87002341-Wcdma;Entel;69-70
87003993-Wcdma;Entel;106-107
87003994-Wcdma;Entel;105-106
87003996-Wcdma;Entel;106-107
87003997-Wcdma;Entel;105-106
87007763-Wcdma;Entel;67-68
87007766-Wcdma;Entel;67-68
87009604-Wcdma;Entel;70-71
87009607-Wcdma;Entel;70-71
87009935-Wcdma;Entel;59-60
87010096-Wcdma;Entel;67-68
87010113-Wcdma;Entel;66-67
87010114-Wcdma;Entel;68-69
87015714-Wcdma;Entel;104-105
87015717-Wcdma;Entel;105-106
87015974-Wcdma;Entel;69-70
87015975-Wcdma;Entel;69-70
87015976-Wcdma;Entel;69-70
87017804-Wcdma;Entel;106-107
87017807-Wcdma;Entel;106-107
87018065-Wcdma;Entel;60-61
87018068-Wcdma;Entel;60-61
87020909-Wcdma;Entel;106-107
87020911-Wcdma;Entel;73-74
87023735-Wcdma;Entel;104-105
87023737-Wcdma;Entel;104-105
87024671-Wcdma;Entel;106-107
87025634-Wcdma;Entel;104-105
87025665-Wcdma;Entel;65-66
87025675-Wcdma;Entel;64-65
87025678-Wcdma;Entel;64-65
87026441-Wcdma;Entel;74-75
87026451-Wcdma;Entel;74-75
87026980-Wcdma;Entel;73-74
87027060-Wcdma;Entel;73-74
87031985-Wcdma;Entel;77-78
87032521-Wcdma;Entel;77-78
87032524-Wcdma;Entel;77-78
87034703-Wcdma;Entel;77-78
87036320-Wcdma;Entel;74-75
87036323-Wcdma;Entel;74-75
87038691-Wcdma;Entel;76-77
87038694-Wcdma;Entel;76-77
87042276-Wcdma;Entel;75-76
87042277-Wcdma;Entel;75-76
87042926-Wcdma;Entel;75-76
87042927-Wcdma;Entel;75-76
87053440-Wcdma;Entel;105-106
87056320-Wcdma;Entel;74-75
87056323-Wcdma;Entel;74-75
87058159-Wcdma;Entel;77-78
87058691-Wcdma;Entel;76-77
87058694-Wcdma;Entel;76-77
87060933-Wcdma;Entel;104-105
8707-Gsm;Movistar;74-75
87070955-Wcdma;Entel;105-106
87071871-Wcdma;Entel;75-76
87071874-Wcdma;Entel;75-76
87072521-Wcdma;Entel;77-78
87072524-Wcdma;Entel;77-78
87075286-Wcdma;Entel;77-78
87075296-Wcdma;Entel;77-78
87096959-Wcdma;Entel;77-78
87424810-Wcdma;Movistar;89-90
8787-Gsm;Movistar;58-59
8793-Gsm;Movistar;64-65
8793-Gsm;WOM;65-66
8795-Gsm;WOM;64-65
88065-Gsm;Claro;100-101
8857-Gsm;Movistar;99-100
8859-Gsm;Movistar;100-101
8915-Gsm;Movistar;39-40
8942-Gsm;Movistar;73-74
8946-Gsm;Movistar;68-69
8952-Gsm;Movistar;3-4
8956930-Lte;Entel;74-75
9037-Gsm;Movistar;38-39
90625-Lte;Claro;100-101
9102-Gsm;Movistar;102-103
91651-Gsm;Claro;42-43
91651-Lte;Claro;39-40
91655-Lte;Claro;39-40
91657-Gsm;Claro;39-40
91657-Lte;Claro;39-40
92161-Lte;Claro;100-101
92163-Lte;Claro;101-102
92168-Lte;Claro;101-102
9220099-Lte;Entel;74-75
9269506-Lte;Entel;75-76
9269507-Lte;Entel;76-77
9269508-Lte;Entel;75-76
9269512-Lte;Entel;75-76
93956-Gsm;Claro;36-37
94209-Gsm;Claro;39-40
94210-Gsm;Claro;38-39
95746-Lte;Claro;37-38
97026-Lte;Claro;105-106
97027-Lte;Claro;103-104
98050-Lte;Claro;39-40
98055-Lte;Claro;38-39
98056-Lte;Claro;39-40
99964370-Wcdma;Movistar;68-69
